Ensembl Gene ID,Gene Start (bp),Gene End (bp),Strand,Chromosome Name,Associated Gene Name,Description
ENSG00000133027,17408877,17495022,-1,17,PEMT,phosphatidylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:8830]
ENSG00000259938,101459219,101927238,1,HG115_PATCH,CUX1,cut-like homeobox 1 [Source:HGNC Symbol;Acc:2557]
ENSG00000197312,15943995,15995539,1,1,DDI2,DNA-damage inducible 1 homolog 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:24578]
ENSG00000164031,100817405,100867883,-1,4,DNAJB14,"DnaJ (Hsp40) homolog, subfamily B, member 14 [Source:HGNC Symbol;Acc:25881]"
ENSG00000168679,110905470,110933704,-1,1,SLC16A4,"solute carrier family 16, member 4 [Source:HGNC Symbol;Acc:10925]"
ENSG00000187054,68775103,68829858,-1,4,TMPRSS11A,"transmembrane protease, serine 11A [Source:HGNC Symbol;Acc:27954]"
ENSG00000100523,53510686,53620000,-1,14,DDHD1,DDHD domain containing 1 [Source:HGNC Symbol;Acc:19714]
ENSG00000215695,15986364,15988217,1,1,RSC1A1,"regulatory solute carrier protein, family 1, member 1 [Source:HGNC Symbol;Acc:10458]"
ENSG00000215504,85563600,85565986,-1,11,AP000974.1,"CDNA FLJ26432 fis, clone KDN01418; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q6ZP70]"
ENSG00000111716,21788276,21910791,-1,12,LDHB,lactate dehydrogenase B [Source:HGNC Symbol;Acc:6541]
ENSG00000168468,32041705,32071805,-1,HSCHR6_MHC_DBB,ATF6B,activating transcription factor 6 beta [Source:HGNC Symbol;Acc:2349]
ENSG00000177082,85185999,85197574,-1,15,WDR73,WD repeat domain 73 [Source:HGNC Symbol;Acc:25928]
ENSG00000168672,127564687,127570638,-1,8,FAM84B,"family with sequence similarity 84, member B [Source:HGNC Symbol;Acc:24166]"
ENSG00000105229,4007644,4039384,1,19,PIAS4,"protein inhibitor of activated STAT, 4 [Source:HGNC Symbol;Acc:17002]"
ENSG00000170291,7154735,7163259,1,17,ELP5,elongator acetyltransferase complex subunit 5 [Source:HGNC Symbol;Acc:30617]
ENSG00000212993,128426535,128432311,1,8,POU5F1B,POU class 5 homeobox 1B [Source:HGNC Symbol;Acc:9223]
ENSG00000154582,74851404,74884522,-1,8,TCEB1,"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C) [Source:HGNC Symbol;Acc:11617]"
ENSG00000150676,85566144,85631064,1,11,CCDC83,coiled-coil domain containing 83 [Source:HGNC Symbol;Acc:28535]
ENSG00000183396,48658192,48659288,-1,3,TMEM89,transmembrane protein 89 [Source:HGNC Symbol;Acc:32372]
ENSG00000267824,20499024,20500981,1,16,AC137056.1,"Uncharacterized protein; cDNA FLJ34659 fis, clone KIDNE2018863  [Source:UniProtKB/TrEMBL;Acc:Q8NAW3]"
ENSG00000136997,128747680,128753674,1,8,MYC,v-myc avian myelocytomatosis viral oncogene homolog [Source:HGNC Symbol;Acc:7553]
ENSG00000168610,40465342,40540586,-1,17,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor) [Source:HGNC Symbol;Acc:11364]
ENSG00000055483,76783463,76837523,-1,17,USP36,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:20062]
ENSG00000229314,117085336,117088755,1,9,ORM1,orosomucoid 1 [Source:HGNC Symbol;Acc:8498]
ENSG00000134248,110943871,110950564,-1,1,LAMTOR5,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:HGNC Symbol;Acc:17955]"
ENSG00000256655,128959126,128960591,-1,8,TMEM75,transmembrane protein 75 [Source:HGNC Symbol;Acc:32295]
ENSG00000105609,54754263,54761164,-1,19,LILRB5,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5 [Source:HGNC Symbol;Acc:6609]"
ENSG00000198092,68918916,68995598,-1,4,TMPRSS11F,"transmembrane protease, serine 11F [Source:HGNC Symbol;Acc:29994]"
ENSG00000187097,74424713,74486102,-1,14,ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5 [Source:HGNC Symbol;Acc:3367]
ENSG00000147697,130760442,130799134,-1,8,GSDMC,gasdermin C [Source:HGNC Symbol;Acc:7151]
ENSG00000197008,64254766,64294054,1,7,ZNF138,zinc finger protein 138 [Source:HGNC Symbol;Acc:12922]
ENSG00000226894,69054242,69083798,-1,4,TMPRSS11BNL,TMPRSS11B N-terminal like [Source:HGNC Symbol;Acc:37262]
ENSG00000084234,129939732,130014699,1,11,APLP2,amyloid beta (A4) precursor-like protein 2 [Source:HGNC Symbol;Acc:598]
ENSG00000251664,140255058,140391929,1,5,PCDHA12,protocadherin alpha 12 [Source:HGNC Symbol;Acc:8666]
ENSG00000142102,289135,296107,1,11,ATHL1,"ATH1, acid trehalase-like 1 (yeast) [Source:HGNC Symbol;Acc:26210]"
ENSG00000143125,110993822,110999976,1,1,PROK1,prokineticin 1 [Source:HGNC Symbol;Acc:18454]
ENSG00000127527,16466050,16582896,-1,19,EPS15L1,epidermal growth factor receptor pathway substrate 15-like 1 [Source:HGNC Symbol;Acc:24634]
ENSG00000185873,69092371,69111438,-1,4,TMPRSS11B,"transmembrane protease, serine 11B [Source:HGNC Symbol;Acc:25398]"
ENSG00000158525,129984630,130008571,1,7,CPA5,carboxypeptidase A5 [Source:HGNC Symbol;Acc:15722]
ENSG00000228278,117092149,117095532,1,9,ORM2,orosomucoid 2 [Source:HGNC Symbol;Acc:8499]
ENSG00000164032,100869243,100871545,-1,4,H2AFZ,"H2A histone family, member Z [Source:HGNC Symbol;Acc:4741]"
ENSG00000143105,111059839,111061797,-1,1,KCNA10,"potassium voltage-gated channel, shaker-related subfamily, member 10 [Source:HGNC Symbol;Acc:6219]"
ENSG00000100239,50781733,50883514,1,22,PPP6R2,"protein phosphatase 6, regulatory subunit 2 [Source:HGNC Symbol;Acc:19253]"
ENSG00000116786,16010827,16061264,1,1,PLEKHM2,"pleckstrin homology domain containing, family M (with RUN domain) member 2 [Source:HGNC Symbol;Acc:29131]"
ENSG00000144674,37284668,37408242,1,3,GOLGA4,golgin A4 [Source:HGNC Symbol;Acc:4427]
ENSG00000121361,21917889,21928515,-1,12,KCNJ8,"potassium inwardly-rectifying channel, subfamily J, member 8 [Source:HGNC Symbol;Acc:6269]"
ENSG00000182504,101442769,101489406,1,3,CEP97,centrosomal protein 97kDa [Source:HGNC Symbol;Acc:26244]
ENSG00000072315,111017543,111326004,-1,X,TRPC5,"transient receptor potential cation channel, subfamily C, member 5 [Source:HGNC Symbol;Acc:12337]"
ENSG00000239389,140261793,140391929,1,5,PCDHA13,protocadherin alpha 13 [Source:HGNC Symbol;Acc:8667]
ENSG00000206013,298200,299526,-1,11,IFITM5,interferon induced transmembrane protein 5 [Source:HGNC Symbol;Acc:16644]
ENSG00000066813,20547548,20587749,-1,16,ACSM2B,acyl-CoA synthetase medium-chain family member 2B [Source:HGNC Symbol;Acc:30931]
ENSG00000177301,111136202,111174096,-1,1,KCNA2,"potassium voltage-gated channel, shaker-related subfamily, member 2 [Source:HGNC Symbol;Acc:6220]"
ENSG00000185201,307631,315272,1,11,IFITM2,interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:5413]
ENSG00000175606,74884672,74895018,1,8,TMEM70,transmembrane protein 70 [Source:HGNC Symbol;Acc:26050]
ENSG00000168385,242254515,242293442,1,2,SEPT2,septin 2 [Source:HGNC Symbol;Acc:7729]
ENSG00000196260,30899130,30899952,-1,6,SFTA2,surfactant associated 2 [Source:HGNC Symbol;Acc:18386]
ENSG00000177272,111214310,111217655,-1,1,KCNA3,"potassium voltage-gated channel, shaker-related subfamily, member 3 [Source:HGNC Symbol;Acc:6221]"
ENSG00000185885,313506,315272,1,11,IFITM1,interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:5412]
ENSG00000248383,140306302,140391929,1,5,PCDHAC1,"protocadherin alpha subfamily C, 1 [Source:HGNC Symbol;Acc:8676]"
ENSG00000142089,319669,327537,-1,11,IFITM3,interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:5414]
ENSG00000143119,111415775,111442550,1,1,CD53,CD53 molecule [Source:HGNC Symbol;Acc:1686]
ENSG00000224200,32072259,32073843,-1,HSCHR6_MHC_DBB,FKBPL,FK506 binding protein like [Source:HGNC Symbol;Acc:13949]
ENSG00000205147,4041127,4043154,-1,19,AC016586.1,
ENSG00000108557,17584787,17714767,1,17,RAI1,retinoic acid induced 1 [Source:HGNC Symbol;Acc:9834]
ENSG00000144224,136499189,136542625,1,2,UBXN4,UBX domain protein 4 [Source:HGNC Symbol;Acc:14860]
ENSG00000170471,37101459,37207504,1,20,RALGAPB,"Ral GTPase activating protein, beta subunit (non-catalytic) [Source:HGNC Symbol;Acc:29221]"
ENSG00000178951,4044362,4066943,-1,19,ZBTB7A,zinc finger and BTB domain containing 7A [Source:HGNC Symbol;Acc:18078]
ENSG00000165923,47681143,47736941,-1,11,AGBL2,ATP/GTP binding protein-like 2 [Source:HGNC Symbol;Acc:26296]
ENSG00000182272,369796,382116,1,11,B4GALNT4,"beta-1,4-N-acetyl-galactosaminyl transferase 4 [Source:HGNC Symbol;Acc:26315]"
ENSG00000214324,126911974,126917025,1,3,C3orf56,chromosome 3 open reading frame 56 [Source:HGNC Symbol;Acc:32481]
ENSG00000196189,156117157,156147543,1,1,SEMA4A,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A [Source:HGNC Symbol;Acc:10729]"
ENSG00000225141,32091910,32097926,-1,HSCHR6_MHC_DBB,PRRT1,proline-rich transmembrane protein 1 [Source:HGNC Symbol;Acc:13943]
ENSG00000071909,171034655,171511681,1,2,MYO3B,myosin IIIB [Source:HGNC Symbol;Acc:15576]
ENSG00000196449,38268616,38273857,-1,1,YRDC,yrdC N(6)-threonylcarbamoyltransferase domain containing [Source:HGNC Symbol;Acc:28905]
ENSG00000121931,111489807,111506701,-1,1,LRIF1,ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol;Acc:30299]
ENSG00000177946,90036206,90038942,-1,16,CENPBD1,CENPB DNA-binding domains containing 1 [Source:HGNC Symbol;Acc:28272]
ENSG00000069431,21950335,22094336,-1,12,ABCC9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9 [Source:HGNC Symbol;Acc:60]"
ENSG00000144815,101498046,101547073,1,3,NXPE3,"neurexophilin and PC-esterase domain family, member 3 [Source:HGNC Symbol;Acc:28238]"
ENSG00000197982,38272651,38275126,1,1,C1orf122,chromosome 1 open reading frame 122 [Source:HGNC Symbol;Acc:24789]
ENSG00000083896,69176105,69215807,-1,4,YTHDC1,YTH domain containing 1 [Source:HGNC Symbol;Acc:30626]
ENSG00000126934,4090319,4124126,-1,19,MAP2K2,mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:6842]
ENSG00000153310,130851839,131029375,-1,8,FAM49B,"family with sequence similarity 49, member B [Source:HGNC Symbol;Acc:25216]"
ENSG00000003249,90071273,90086536,-1,16,DBNDD1,dysbindin (dystrobrevin binding protein 1) domain containing 1 [Source:HGNC Symbol;Acc:28455]
ENSG00000243232,140345820,140391936,1,5,PCDHAC2,"protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:8677]"
ENSG00000073803,185000729,185206885,1,3,MAP3K13,mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:6852]
ENSG00000168631,30908749,30921998,1,6,DPCR1,diffuse panbronchiolitis critical region 1 [Source:HGNC Symbol;Acc:21666]
ENSG00000106948,117096436,117156685,-1,9,AKNA,AT-hook transcription factor [Source:HGNC Symbol;Acc:24108]
ENSG00000188786,38275239,38325292,-1,1,MTF1,metal-regulatory transcription factor 1 [Source:HGNC Symbol;Acc:7428]
ENSG00000128606,102553438,102585396,1,7,LRRC17,leucine rich repeat containing 17 [Source:HGNC Symbol;Acc:16895]
ENSG00000197696,85198360,85201794,-1,15,NMB,neuromedin B [Source:HGNC Symbol;Acc:7842]
ENSG00000204544,30951495,30957680,1,6,MUC21,"mucin 21, cell surface associated [Source:HGNC Symbol;Acc:21661]"
ENSG00000225697,48663156,48672926,-1,3,SLC26A6,"solute carrier family 26 (anion exchanger), member 6 [Source:HGNC Symbol;Acc:14472]"
ENSG00000230610,38292232,38293886,-1,1,AL929472.1,
ENSG00000245317,179286013,179288283,1,5,CTC-241N9.1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D6RGH1]
ENSG00000163870,127291912,127317094,-1,3,TPRA1,"transmembrane protein, adipocyte asscociated 1 [Source:HGNC Symbol;Acc:30413]"
ENSG00000184363,392614,404908,1,11,PKP3,plakophilin 3 [Source:HGNC Symbol;Acc:9025]
ENSG00000156171,111659955,111682838,-1,1,DRAM2,DNA-damage regulated autophagy modulator 2 [Source:HGNC Symbol;Acc:28769]
ENSG00000187823,111697727,111700473,1,X,ZCCHC16,"zinc finger, CCHC domain containing 16 [Source:HGNC Symbol;Acc:25214]"
ENSG00000261272,30978251,31003179,1,6,MUC22,mucin 22 [Source:HGNC Symbol;Acc:39755]
ENSG00000136051,105501102,105562912,1,12,KIAA1033,KIAA1033 [Source:HGNC Symbol;Acc:29174]
ENSG00000204542,31079000,31080336,-1,6,C6orf15,chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:13927]
ENSG00000100241,50883429,50913454,-1,22,SBF1,SET binding factor 1 [Source:HGNC Symbol;Acc:10542]
ENSG00000182508,111873876,111923375,-1,X,LHFPL1,lipoma HMGIC fusion partner-like 1 [Source:HGNC Symbol;Acc:6587]
ENSG00000242265,94285637,94299007,1,7,PEG10,paternally expressed 10 [Source:HGNC Symbol;Acc:14005]
ENSG00000073921,85668727,85780924,-1,11,PICALM,phosphatidylinositol binding clathrin assembly protein [Source:HGNC Symbol;Acc:15514]
ENSG00000145358,101107027,101111939,-1,4,DDIT4L,DNA-damage-inducible transcript 4-like [Source:HGNC Symbol;Acc:30555]
ENSG00000140612,85212775,85259947,-1,15,SEC11A,SEC11 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:17718]
ENSG00000185561,1611064,1613732,-1,17,TLCD2,TLC domain containing 2 [Source:HGNC Symbol;Acc:33522]
ENSG00000204540,31082527,31107869,1,6,PSORS1C1,psoriasis susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:17202]
ENSG00000154589,74903587,74941322,1,8,LY96,lymphocyte antigen 96 [Source:HGNC Symbol;Acc:17156]
ENSG00000005187,20621565,20808903,1,16,ACSM3,acyl-CoA synthetase medium-chain family member 3 [Source:HGNC Symbol;Acc:10522]
ENSG00000228116,32096994,32101885,1,HSCHR6_MHC_DBB,PPT2,palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:9326]
ENSG00000131042,54777675,54785039,-1,19,LILRB2,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2 [Source:HGNC Symbol;Acc:6606]"
ENSG00000170632,102715328,102740205,1,7,ARMC10,armadillo repeat containing 10 [Source:HGNC Symbol;Acc:21706]
ENSG00000183828,105639275,105647660,-1,14,NUDT14,nudix (nucleoside diphosphate linked moiety X)-type motif 14 [Source:HGNC Symbol;Acc:20141]
ENSG00000138075,44039611,44066004,-1,2,ABCG5,"ATP-binding cassette, sub-family G (WHITE), member 5 [Source:HGNC Symbol;Acc:13886]"
ENSG00000182035,37209838,37217106,1,20,ADIG,adipogenin [Source:HGNC Symbol;Acc:28606]
ENSG00000164035,101316498,101801283,-1,4,EMCN,endomucin [Source:HGNC Symbol;Acc:16041]
ENSG00000197226,179289066,179334859,-1,5,TBC1D9B,"TBC1 domain family, member 9B (with GRAM domain) [Source:HGNC Symbol;Acc:29097]"
ENSG00000106052,27778950,27884183,1,7,TAX1BP1,Tax1 (human T-cell leukemia virus type I) binding protein 1 [Source:HGNC Symbol;Acc:11575]
ENSG00000204084,38326369,38412729,-1,1,INPP5B,"inositol polyphosphate-5-phosphatase, 75kDa [Source:HGNC Symbol;Acc:6077]"
ENSG00000164181,60047618,60140216,-1,5,ELOVL7,ELOVL fatty acid elongase 7 [Source:HGNC Symbol;Acc:26292]
ENSG00000268069,48178706,48179787,1,12,AC004466.1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QZU2]
ENSG00000124143,37230577,37279678,1,20,ARHGAP40,Rho GTPase activating protein 40 [Source:HGNC Symbol;Acc:16226]
ENSG00000171815,140430979,140433512,1,5,PCDHB1,protocadherin beta 1 [Source:HGNC Symbol;Acc:8680]
ENSG00000164309,78985700,79096063,1,5,CMYA5,cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:14305]
ENSG00000141013,90086037,90111383,1,16,GAS8,growth arrest-specific 8 [Source:HGNC Symbol;Acc:4166]
ENSG00000112852,140474227,140476962,1,5,PCDHB2,protocadherin beta 2 [Source:HGNC Symbol;Acc:8687]
ENSG00000126016,112017731,112084043,-1,X,AMOT,angiomotin [Source:HGNC Symbol;Acc:17810]
ENSG00000134255,111682249,111727724,1,1,CEPT1,choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:24289]
ENSG00000095397,117164360,117267730,-1,9,DFNB31,"deafness, autosomal recessive 31 [Source:HGNC Symbol;Acc:16361]"
ENSG00000101438,37353105,37358015,1,20,SLC32A1,"solute carrier family 32 (GABA vesicular transporter), member 1 [Source:HGNC Symbol;Acc:11018]"
ENSG00000113205,140480234,140483406,1,5,PCDHB3,protocadherin beta 3 [Source:HGNC Symbol;Acc:8688]
ENSG00000181885,7163222,7167302,-1,17,CLDN7,claudin 7 [Source:HGNC Symbol;Acc:2049]
ENSG00000198039,64330550,64391344,1,7,ZNF273,zinc finger protein 273 [Source:HGNC Symbol;Acc:13067]
ENSG00000160785,156163880,156182587,1,1,SLC25A44,"solute carrier family 25, member 44 [Source:HGNC Symbol;Acc:29036]"
ENSG00000081818,140501581,140505201,1,5,PCDHB4,protocadherin beta 4 [Source:HGNC Symbol;Acc:8689]
ENSG00000162461,16062900,16067891,1,1,SLC25A34,"solute carrier family 25, member 34 [Source:HGNC Symbol;Acc:27653]"
ENSG00000101442,37377085,37400834,1,20,ACTR5,ARP5 actin-related protein 5 homolog (yeast) [Source:HGNC Symbol;Acc:14671]
ENSG00000060566,4153598,4173051,1,19,CREB3L3,cAMP responsive element binding protein 3-like 3 [Source:HGNC Symbol;Acc:18855]
ENSG00000113209,140514800,140517703,1,5,PCDHB5,protocadherin beta 5 [Source:HGNC Symbol;Acc:8690]
ENSG00000263090,39382900,39383904,1,HSCHR17_5_CTG4,KRTAP9-2,keratin associated protein 9-2 [Source:HGNC Symbol;Acc:16926]
ENSG00000139354,100967461,101022064,1,12,GAS2L3,growth arrest-specific 2 like 3 [Source:HGNC Symbol;Acc:27475]
ENSG00000162460,16068917,16074477,1,1,TMEM82,transmembrane protein 82 [Source:HGNC Symbol;Acc:32350]
ENSG00000198883,152157368,152162671,-1,X,PNMA5,paraneoplastic Ma antigen family member 5 [Source:HGNC Symbol;Acc:18743]
ENSG00000262749,39388714,39389705,1,HSCHR17_5_CTG4,KRTAP9-3,keratin associated protein 9-3 [Source:HGNC Symbol;Acc:16927]
ENSG00000213922,39930212,39932082,1,19,AC011500.1,Interleukin-like; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q1AN28]
ENSG00000262512,39405871,39406837,1,HSCHR17_5_CTG4,KRTAP9-4,keratin associated protein 9-4 [Source:HGNC Symbol;Acc:18902]
ENSG00000158528,94536514,94925727,1,7,PPP1R9A,"protein phosphatase 1, regulatory subunit 9A [Source:HGNC Symbol;Acc:14946]"
ENSG00000115850,136545410,136594750,-1,2,LCT,lactase [Source:HGNC Symbol;Acc:6530]
ENSG00000228628,32142344,32172461,-1,HSCHR6_MHC_MCF,ATF6B,activating transcription factor 6 beta [Source:HGNC Symbol;Acc:2349]
ENSG00000267728,39411573,39412558,1,HSCHR17_5_CTG4,RP11-206C20.2,
ENSG00000267635,39421610,39422134,1,HSCHR17_5_CTG4,RP11-206C20.1,
ENSG00000109920,47738072,47788995,-1,11,FNBP4,formin binding protein 4 [Source:HGNC Symbol;Acc:19752]
ENSG00000136888,117350026,117360653,1,9,ATP6V1G1,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 [Source:HGNC Symbol;Acc:864]"
ENSG00000183837,152224766,152228827,1,X,PNMA3,paraneoplastic Ma antigen 3 [Source:HGNC Symbol;Acc:18742]
ENSG00000104369,75146935,75233563,-1,8,JPH1,junctophilin 1 [Source:HGNC Symbol;Acc:14201]
ENSG00000204539,31082867,31088223,-1,6,CDSN,corneodesmosin [Source:HGNC Symbol;Acc:1802]
ENSG00000166716,85291866,85349659,1,15,ZNF592,zinc finger protein 592 [Source:HGNC Symbol;Acc:28986]
ENSG00000261516,144766622,144796068,1,HG104_HG975_PATCH,ZNF707,zinc finger protein 707 [Source:HGNC Symbol;Acc:27815]
ENSG00000235961,152240819,152243399,1,X,PNMA6C,paraneoplastic Ma antigen family member 6C [Source:HGNC Symbol;Acc:41914]
ENSG00000111424,48235320,48336831,-1,12,VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:12679]"
ENSG00000204538,31105313,31107127,-1,6,PSORS1C2,psoriasis susceptibility 1 candidate 2 [Source:HGNC Symbol;Acc:17199]
ENSG00000259885,101928441,101964991,1,HG115_PATCH,SH2B2,SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:17381]
ENSG00000157693,117373486,117408702,1,9,C9orf91,chromosome 9 open reading frame 91 [Source:HGNC Symbol;Acc:24513]
ENSG00000125107,58553855,58663790,-1,16,CNOT1,"CCR4-NOT transcription complex, subunit 1 [Source:HGNC Symbol;Acc:7877]"
ENSG00000262218,39447756,39448781,-1,HSCHR17_5_CTG4,KRTAP29-1,keratin associated protein 29-1 [Source:HGNC Symbol;Acc:34211]
ENSG00000260238,156182773,156213123,1,1,PMF1-BGLAP,PMF1-BGLAP readthrough [Source:HGNC Symbol;Acc:42953]
ENSG00000162458,16083102,16113089,1,1,FBLIM1,filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:24686]
ENSG00000183431,38422647,38456593,-1,1,SF3A3,"splicing factor 3a, subunit 3, 60kDa [Source:HGNC Symbol;Acc:10767]"
ENSG00000186451,57094469,57109460,1,3,SPATA12,spermatogenesis associated 12 [Source:HGNC Symbol;Acc:23221]
ENSG00000261283,102007152,102069956,1,HG115_PATCH,PRKRIP1,PRKR interacting protein 1 (IL11 inducible) [Source:HGNC Symbol;Acc:21894]
ENSG00000198590,37427760,37476988,1,3,C3orf35,chromosome 3 open reading frame 35 [Source:HGNC Symbol;Acc:24082]
ENSG00000067182,6437923,6451280,-1,12,TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A [Source:HGNC Symbol;Acc:11916]"
ENSG00000223666,32172915,32174499,-1,HSCHR6_MHC_MCF,FKBPL,FK506 binding protein like [Source:HGNC Symbol;Acc:13949]
ENSG00000101445,37434348,37551667,1,20,PPP1R16B,"protein phosphatase 1, regulatory subunit 16B [Source:HGNC Symbol;Acc:15850]"
ENSG00000072310,17713713,17740325,-1,17,SREBF1,sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:11289]
ENSG00000162777,111729796,111747157,-1,1,DENND2D,DENN/MADD domain containing 2D [Source:HGNC Symbol;Acc:26192]
ENSG00000185187,405716,417455,-1,11,SIGIRR,single immunoglobulin and toll-interleukin 1 receptor (TIR) domain [Source:HGNC Symbol;Acc:30575]
ENSG00000181634,117546915,117568406,-1,9,TNFSF15,"tumor necrosis factor (ligand) superfamily, member 15 [Source:HGNC Symbol;Acc:11931]"
ENSG00000104381,75233365,75401107,1,8,GDAP1,ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:15968]
ENSG00000113211,140529683,140532868,1,5,PCDHB6,protocadherin beta 6 [Source:HGNC Symbol;Acc:8691]
ENSG00000106952,117656003,117692697,-1,9,TNFSF8,"tumor necrosis factor (ligand) superfamily, member 8 [Source:HGNC Symbol;Acc:11938]"
ENSG00000255622,140535577,140538639,1,5,PCDHB17,Protocadherin-psi1; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q96T98]
ENSG00000154269,131949582,132068553,1,6,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:HGNC Symbol;Acc:3358]
ENSG00000177034,79275584,79287082,-1,5,MTX3,metaxin 3 [Source:HGNC Symbol;Acc:24812]
